credits1,credits2,credits_earned1,credits_earned2,session1,winter_ac_standing,GPA_year1,GPA_year2,CGPA_year1,CGPA_year2,totcredits_year1,totcredits_year2,goodstanding_year1,goodstanding_year2,winter_ac_stand_year1,winter_ac_stand_year2,fallreg_year1,fallreg_year2,act_fallreg_year1,act_fallreg_year2,summerreg_year1,summerreg_year2,sex,mtongue,identifier,age_at_entry,bpl_north_america,bpl_asia,canadian,bpl_other,firstyear,yearstodegree,gradin4,gradin5,gradin6,gradin4orcont,cumcredits1,cumcredits2,prog_science,prog_socsci_bus,prog_socscihum,prog_unknown,english,noenglish,french,other_lang,female,male,gpacutoff,dist_from_cut,year2_dist_from_cut,CGPA_final,nextGPA,nextCGPA,probation_year1,probation_year2,probation_summer1,probation_summer2,probation_ever,suspended_year1,suspended_summer1,suspended_year2,suspended_summer2,suspended_ever,loc_campus1,loc_campus2,loc_campus3,all,left_school,gpalscutoff,gpaXgpalscutoff,gpaXgpagrcutoff,gpasqXgpagrcutoff,dist_from_cut_med10,dist_from_cut_med05,dist_from_cut_med025,hsgrade_pct,veryhighHS,highHS,lowHS,maleXhighHS,femaleXhighHS,maleXlowabil,femaleXlowabil,clustervar,summer,gender,birthplace,study_campus,first_language,on_probation_after_1st_year,ever_on_probation,left_university_after_1st_evaluation,ever_suspended,graduated_by_year4,graduated_by_year5,graduated_by_year6,all_students,status
3,3.5,2.5,3.5,19979,PROB,1.3799999952316284,1.8799999952316284,1.3799999952316284,1.649999976158142,5,4,0,1,PROB,OKAY,1,1,REG,REG,1,0,M,English,5009,19,1,0,1,0,1997,6,0,0,1,1,2.5,6,0,NA,0,1,1,0,0,0,0,1,1.5,-0.11999999731779099,0.3799999952316284,NA,1.5,0.029999971389770508,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,-0.12000000476837158,0,0,-0.15000000596046448,-0.125,-0.10750000178813934,26,0,0,1,0,0,1,0,-0.11999999731779099,1,Male,North America,Campus 1,English,Yes,Yes,No,No,No,No,Yes,All Students,On Academic Probation
2,2.5,1.5,2.5,20019,PROB,1.4700000286102295,2.4000000953674316,1.4700000286102295,2.259999990463257,3,4,0,1,PROB,OKAY,1,1,REG,REG,1,1,F,Other,5015,19,1,0,1,0,2001,NA,0,NA,NA,1,1.5,4,0,NA,0,1,0,1,0,1,1,0,1.600000023841858,-0.12999999523162842,0.800000011920929,2.4800000190734863,1.8700000047683716,0.5300000905990601,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,-0.12999999523162842,0,0,-0.15000000596046448,-0.125,-0.1274999976158142,40,0,0,1,0,0,0,1,-0.12999999523162842,1,Female,North America,Campus 3,Other,Yes,Yes,No,No,No,NA,NA,All Students,On Academic Probation
2,2.5,1.5,2.5,19989,OKAY,1.6799999475479126,1.659999966621399,1.6799999475479126,1.659999966621399,4,4.5,1,1,OKAY,OKAY,1,1,REG,REG,0,1,F,English,5017,20,1,0,1,0,1998,NA,0,0,0,1,1.5,4,0,NA,0,1,1,0,0,0,1,0,1.600000023841858,0.07999999821186066,0.05999999865889549,NA,0.059999942779541016,0.059999942779541016,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.07999992370605469,0.006399987731128931,0.05000000074505806,0.07500000298023224,0.0925000011920929,2,0,0,1,0,0,0,1,0.07999999821186066,0,Female,North America,Campus 3,English,No,No,No,No,No,No,No,All Students,In Good Standing
2.5,2.5,2,2.5,19969,PROB,1.4600000381469727,2.259999990463257,1.4600000381469727,1.8300000429153442,4,4,0,1,PROB,OKAY,1,1,REG,REG,0,0,M,English,5018,19,1,0,1,0,1996,4,1,1,1,1,2,4.5,0,NA,0,1,1,0,0,0,0,1,1.5,-0.03999999910593033,0.7599999904632568,1.8700000047683716,0.7599999904632568,0.33000004291534424,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,-0.039999961853027344,0,0,-0.05000000074505806,-0.02500000037252903,-0.027499999850988388,10,0,0,1,0,0,1,0,-0.03999999910593033,0,Male,North America,Campus 2,English,Yes,Yes,No,No,Yes,Yes,Yes,All Students,On Academic Probation
2,2,1.5,1.5,19969,PROB,1.399999976158142,1.600000023841858,1.399999976158142,1.7899999618530273,4,3,0,1,PROB,OKAY,1,1,REG,REG,1,1,F,Other,5024,19,1,0,1,0,1996,6.5,0,0,0,0,1.5,3,0,NA,0,1,0,1,0,1,1,0,1.5,-0.10000000149011612,0.10000000149011612,NA,1.3499999046325684,0.3799999952316284,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,-0.10000002384185791,0,0,-0.05000000074505806,-0.07500000298023224,-0.08749999850988388,4,0,0,1,0,0,0,1,-0.10000000149011612,1,Female,North America,Campus 1,Other,Yes,Yes,No,Yes,No,No,No,All Students,On Academic Probation
2.5,2.5,2.5,2.5,19969,OKAY,1.600000023841858,1.1299999952316284,1.600000023841858,1.3899999856948853,4,4,1,0,OKAY,PROB,1,1,REG,REG,1,0,M,Other,5028,19,0,0,0,1,1996,4,1,1,1,1,2.5,5,0,NA,0,1,0,1,0,1,0,1,1.5,0.10000000149011612,-0.3700000047683716,1.75,0.20000004768371582,0.12000000476837158,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0.10000002384185791,0.010000004433095455,0.15000000596046448,0.125,0.11249999701976776,31,0,0,1,0,0,1,0,0.10000000149011612,1,Male,Other,Campus 2,Other,No,Yes,No,No,Yes,Yes,Yes,All Students,In Good Standing
2.5,2,2.5,2,19979,OKAY,1.6799999475479126,2.5999999046325684,1.6799999475479126,2.0899999141693115,5,4,1,1,OKAY,OKAY,1,1,REG,REG,0,0,F,English,5058,19,1,0,1,0,1997,NA,1,1,1,1,2.5,4.5,0,NA,0,1,1,0,0,0,1,0,1.600000023841858,0.07999999821186066,1,2.680000066757202,0.9999998807907104,0.4899998903274536,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.07999992370605469,0.006399987731128931,0.05000000074505806,0.07500000298023224,0.0925000011920929,15,0,0,1,0,0,0,1,0.07999999821186066,0,Female,North America,Campus 3,English,No,No,No,No,Yes,Yes,Yes,All Students,In Good Standing
2,3,2,3,19969,OKAY,1.659999966621399,2.2799999713897705,1.659999966621399,2.049999952316284,3.5,4,1,1,OKAY,OKAY,1,1,REG,REG,1,1,F,Other,5097,19,0,1,0,0,1996,3.5,1,1,1,1,2,5,0,NA,0,1,0,1,0,1,1,0,1.600000023841858,0.05999999865889549,0.6800000071525574,NA,0.8999999761581421,0.24000000953674316,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.059999942779541016,0.003599993186071515,0.05000000074505806,0.07500000298023224,0.07249999791383743,15,0,0,1,0,0,0,1,0.05999999865889549,1,Female,Asia,Campus 3,Other,No,No,No,No,Yes,Yes,Yes,All Students,In Good Standing
2.5,2.5,2,2.5,19979,PROB,1.3200000524520874,2.5899999141693115,1.3200000524520874,1.9299999475479126,4.5,4.5,0,1,PROB,OKAY,1,1,REG,REG,1,1,F,English,5188,18,1,0,1,0,1997,3.5,1,1,1,1,2,4.5,0,NA,0,1,1,0,0,0,1,0,1.5,-0.18000000715255737,1.090000033378601,NA,0.33000004291534424,-0.019999980926513672,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,-0.1799999475479126,0,0,-0.15000000596046448,-0.17499999701976776,-0.16750000417232513,48,0,0,1,0,0,0,1,-0.18000000715255737,1,Female,North America,Campus 1,English,Yes,Yes,No,No,Yes,Yes,Yes,All Students,On Academic Probation
2.5,4,2,4,20009,OKAY,1.5399999618530273,2.0399999618530273,1.5399999618530273,1.8200000524520874,4,5,1,1,OKAY,OKAY,1,1,REG,REG,0,0,F,English,5198,19,1,0,1,0,2000,5,0,1,NA,0,2,6,0,0,1,0,1,0,0,0,1,0,1.5,0.03999999910593033,0.5400000214576721,2.0399999618530273,0.5399999618530273,0.3200000524520874,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.039999961853027344,0.0015999969327822328,0.05000000074505806,0.02500000037252903,0.05249999836087227,18,0,0,1,0,0,0,1,0.03999999910593033,0,Female,North America,Campus 2,English,No,No,No,No,No,Yes,NA,All Students,In Good Standing
2.5,3.5,2.5,3.5,19999,OKAY,1.5399999618530273,1.8300000429153442,1.5399999618530273,1.690000057220459,5,5,1,1,OKAY,OKAY,1,1,REG,REG,0,0,M,English,5257,18,0,0,0,1,1999,NA,0,0,0,0,2.5,6,1,0,0,0,1,0,0,0,0,1,1.5,0.03999999910593033,0.33000001311302185,NA,0.33000004291534424,0.19000005722045898,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.039999961853027344,0.0015999969327822328,0.05000000074505806,0.02500000037252903,0.05249999836087227,34,0,0,1,0,0,1,0,0.03999999910593033,0,Male,Other,Campus 1,English,No,Yes,No,No,No,No,No,All Students,In Good Standing
3,2,2.5,2,20039,OKAY,1.5099999904632568,2.799999952316284,1.5099999904632568,1.8300000429153442,4.5,3,1,1,OKAY,OKAY,1,1,REG,REG,0,0,M,English,5267,18,1,0,1,0,2003,NA,NA,NA,NA,NA,2.5,4.5,0,1,1,0,1,0,0,0,0,1,1.5,0.009999999776482582,1.2999999523162842,NA,1.2999999523162842,0.33000004291534424,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.009999990463256836,9.999980829888955e-5,0.05000000074505806,0.02500000037252903,0.012500000186264515,28,0,0,1,0,0,1,0,0.009999999776482582,0,Male,North America,Campus 2,English,No,No,No,No,NA,NA,NA,All Students,In Good Standing
3,1.5,3,1.5,20019,OKAY,1.5499999523162842,2,1.5499999523162842,1.7200000286102295,5,3,1,1,OKAY,OKAY,1,1,REG,REG,0,1,F,English,5278,18,1,0,1,0,2001,NA,0,NA,NA,1,3,4.5,1,0,0,0,1,0,0,0,1,0,1.5,0.05000000074505806,0.5,2.4600000381469727,0.5,0.2200000286102295,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.04999995231628418,0.0024999952875077724,0.05000000074505806,0.07500000298023224,0.05249999836087227,55,0,1,0,0,1,0,0,0.05000000074505806,0,Female,North America,Campus 1,English,No,No,No,No,No,NA,NA,All Students,In Good Standing
2.5,2.5,2,1.5,19999,PROB,1.340000033378601,0.8799999952316284,1.340000033378601,1.1100000143051147,5,5,0,0,PROB,SUS1,1,1,REG,REG,0,0,F,English,5287,19,1,0,1,0,1999,NA,0,0,0,0,2,3.5,0,0,1,0,1,0,0,0,1,0,1.5,-0.1599999964237213,-0.6200000047683716,NA,-0.6200000047683716,-0.38999998569488525,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,-0.15999996662139893,0,0,-0.15000000596046448,-0.17499999701976776,-0.14749999344348907,13,0,0,1,0,0,0,1,-0.1599999964237213,0,Female,North America,Campus 1,English,Yes,Yes,No,Yes,No,No,No,All Students,On Academic Probation
3,3,3,3,20009,OKAY,1.6200000047683716,2.0899999141693115,1.6200000047683716,1.899999976158142,5,5,1,1,OKAY,OKAY,1,1,REG,REG,1,1,F,English,5304,18,1,0,1,0,2000,4,1,1,NA,1,3,6,0,0,1,0,1,0,0,0,1,0,1.5,0.11999999731779099,0.5899999737739563,2,0.8499999046325684,0.24000000953674316,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.12000000476837158,0.014400000683963299,0.15000000596046448,0.125,0.13249999284744263,33,0,0,1,0,0,0,1,0.11999999731779099,1,Female,North America,Campus 1,English,No,No,No,No,Yes,Yes,NA,All Students,In Good Standing
2,1.5,2,1.5,19989,OKAY,1.600000023841858,1.3300000429153442,1.600000023841858,1.4900000095367432,4,3,1,0,OKAY,PROB,1,1,REG,REG,0,0,F,English,5357,17,1,0,1,0,1998,4.5,0,1,1,0,2,3.5,0,NA,0,1,1,0,0,0,1,0,1.5,0.10000000149011612,-0.17000000178813934,1.9600000381469727,-0.16999995708465576,-0.009999990463256836,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.10000002384185791,0.010000004433095455,0.15000000596046448,0.125,0.11249999701976776,27,0,0,1,0,0,0,1,0.10000000149011612,0,Female,North America,Campus 1,English,No,Yes,No,No,No,Yes,Yes,All Students,In Good Standing
3,3,3,2.5,20019,OKAY,1.5800000429153442,1.909999966621399,1.5800000429153442,1.7300000190734863,5,4,1,1,OKAY,OKAY,1,1,REG,REG,0,1,M,English,5450,19,1,0,1,0,2001,4,1,NA,NA,1,3,5.5,1,0,0,0,1,0,0,0,0,1,1.5,0.07999999821186066,0.4099999964237213,2.25,0.4099999666213989,0.23000001907348633,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.08000004291534424,0.006400006823241711,0.05000000074505806,0.07500000298023224,0.0925000011920929,28,0,0,1,0,0,1,0,0.07999999821186066,0,Male,North America,Campus 1,English,No,No,No,No,Yes,NA,NA,All Students,In Good Standing
2.5,2,2.5,2,19969,OKAY,1.5,1.159999966621399,1.5,1.409999966621399,4.5,3.5,1,0,OKAY,PROB,1,1,REG,REG,1,1,F,English,5534,18,1,0,1,0,1996,3.5,1,1,1,1,2.5,4.5,0,NA,0,1,1,0,0,0,1,0,1.5,0,-0.3400000035762787,NA,0.7999999523162842,0.08000004291534424,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.05000000074505806,0.02500000037252903,0.012500000186264515,19,0,0,1,0,0,0,1,0,1,Female,North America,Campus 1,English,No,Yes,No,No,Yes,Yes,Yes,All Students,In Good Standing
2,1,2,1,20019,OKAY,1.5299999713897705,1.5,1.5299999713897705,1.5199999809265137,4,1,1,1,OKAY,OKAY,1,1,REG,REG,0,0,M,English,5547,19,1,0,1,0,2001,NA,0,NA,NA,0,2,3,0,0,1,0,1,0,0,0,0,1,1.5,0.029999999329447746,0,0.8999999761581421,0,0.019999980926513672,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0.029999971389770508,8.999982965178788e-4,0.05000000074505806,0.02500000037252903,0.032499998807907104,17,0,0,1,0,0,1,0,0.029999999329447746,0,Male,North America,Campus 1,English,No,Yes,No,Yes,No,NA,NA,All Students,In Good Standing
3,2,2.5,2,19969,PROB,1.4299999475479126,2.5799999237060547,1.4299999475479126,2,4,4,0,1,PROB,OKAY,1,1,REG,REG,0,0,F,Other,5550,19,0,1,0,0,1996,4.5,0,1,1,0,2.5,4.5,0,NA,0,1,0,1,0,1,1,0,1.5,-0.07000000029802322,1.0800000429153442,2.440000057220459,1.0799999237060547,0.5,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,-0.0700000524520874,0,0,-0.05000000074505806,-0.07500000298023224,-0.06750000268220901,25,0,0,1,0,0,0,1,-0.07000000029802322,0,Female,Asia,Campus 1,Other,Yes,Yes,No,No,No,Yes,Yes,All Students,On Academic Probation
2.5,2,2.5,1.5,19979,PROB,1.440000057220459,1.5,1.440000057220459,1.4700000286102295,5,4,0,0,PROB,SUS1,1,1,REG,REG,0,0,M,English,5554,18,1,0,1,0,1997,6.5,0,0,0,1,2.5,4,0,NA,0,1,1,0,0,0,0,1,1.600000023841858,-0.1599999964237213,-0.10000000149011612,NA,-0.10000002384185791,-0.12999999523162842,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,-0.15999996662139893,0,0,-0.15000000596046448,-0.17499999701976776,-0.14749999344348907,10,0,0,1,0,0,1,0,-0.1599999964237213,0,Male,North America,Campus 3,English,Yes,Yes,No,Yes,No,No,No,All Students,On Academic Probation
2.5,2.5,2,2.5,19969,PROB,1.4299999475479126,1.6299999952316284,1.4299999475479126,1.5299999713897705,4,4,0,0,PROB,PROB,1,1,REG,REG,0,0,F,French,5682,18,1,0,1,0,1996,5,0,1,1,1,2,4.5,0,NA,0,1,0,1,1,0,1,0,1.600000023841858,-0.17000000178813934,0.029999999329447746,1.909999966621399,0.029999971389770508,-0.0700000524520874,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,-0.1700000762939453,0,0,-0.15000000596046448,-0.17499999701976776,-0.16750000417232513,12,0,0,1,0,0,0,1,-0.17000000178813934,0,Female,North America,Campus 3,NA,Yes,Yes,No,No,No,Yes,Yes,All Students,On Academic Probation
3,3.5,1.5,3.5,19989,PROB,1.4600000381469727,NA,1.4600000381469727,NA,4,0,0,0,PROB,,1,0,REG,CANC,0,0,M,Other,5694,19,0,1,0,0,1998,4.5,0,1,1,1,1.5,5,0,NA,0,1,0,1,0,1,0,1,1.5,-0.03999999910593033,NA,1.6699999570846558,NA,NA,1,NA,0,NA,1,0,0,NA,NA,0,1,0,0,1,0,1,-0.039999961853027344,0,0,-0.05000000074505806,-0.02500000037252903,-0.027499999850988388,7,0,0,1,0,0,1,0,-0.03999999910593033,0,Male,Asia,Campus 1,Other,Yes,Yes,No,No,No,Yes,Yes,All Students,On Academic Probation
2,1,2,1,19989,PROB,1.5,1.5,1.5,1.6100000143051147,3,2,0,1,PROB,OKAY,1,1,REG,REG,1,1,M,English,5705,20,1,0,1,0,1998,NA,0,0,0,0,2,3,1,0,0,0,1,0,0,0,0,1,1.600000023841858,-0.10000000149011612,-0.10000000149011612,NA,0.5500000715255737,0.059999942779541016,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,-0.10000002384185791,0,0,-0.05000000074505806,-0.07500000298023224,-0.08749999850988388,28,0,0,1,0,0,1,0,-0.10000000149011612,1,Male,North America,Campus 3,English,Yes,Yes,No,No,No,No,No,All Students,On Academic Probation
2.5,3,1.5,3,19989,OKAY,1.559999942779541,2.0299999713897705,1.559999942779541,1.809999942779541,5,5,1,1,OKAY,OKAY,1,1,REG,REG,0,0,M,English,5707,18,1,0,1,0,1998,5,0,1,1,1,1.5,4.5,0,NA,0,1,1,0,0,0,0,1,1.5,0.05999999865889549,0.5299999713897705,2.2200000286102295,0.5299999713897705,0.309999942779541,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.059999942779541016,0.003599993186071515,0.05000000074505806,0.07500000298023224,0.07249999791383743,27,0,0,1,0,0,1,0,0.05999999865889549,0,Male,North America,Campus 1,English,No,No,No,No,No,Yes,Yes,All Students,In Good Standing
2.5,4,2.5,4,19979,OKAY,1.5399999618530273,1.7799999713897705,1.5399999618530273,1.659999966621399,5,5,1,1,OKAY,OKAY,1,1,REG,REG,0,0,M,English,5713,18,1,0,1,0,1997,3.5,1,1,1,1,2.5,6.5,0,NA,0,1,1,0,0,0,0,1,1.5,0.03999999910593033,0.2800000011920929,NA,0.2799999713897705,0.15999996662139893,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.039999961853027344,0.0015999969327822328,0.05000000074505806,0.02500000037252903,0.05249999836087227,49,0,0,1,0,0,1,0,0.03999999910593033,0,Male,North America,Campus 2,English,No,No,No,No,Yes,Yes,Yes,All Students,In Good Standing
2.5,2,2,2,20029,PROB,1.3799999952316284,1.6799999475479126,1.3799999952316284,1.5299999713897705,4,5,0,1,PROB,OKAY,1,1,REG,REG,0,0,F,Other,5758,19,0,0,0,1,2002,NA,NA,NA,NA,NA,2,4,0,0,1,0,0,1,0,1,1,0,1.5,-0.11999999731779099,0.18000000715255737,NA,0.1799999475479126,0.029999971389770508,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,-0.12000000476837158,0,0,-0.15000000596046448,-0.125,-0.10750000178813934,25,0,0,1,0,0,0,1,-0.11999999731779099,0,Female,Other,Campus 1,Other,Yes,Yes,No,No,NA,NA,NA,All Students,On Academic Probation
2.5,2.5,2,1,19969,OKAY,1.649999976158142,1.0800000429153442,1.649999976158142,1.3600000143051147,4,4,1,0,OKAY,PROB,1,1,REG,REG,0,0,M,English,5832,21,1,0,1,0,1996,NA,0,0,0,0,2,3,0,NA,0,1,1,0,0,0,0,1,1.5,0.15000000596046448,-0.41999998688697815,NA,-0.41999995708465576,-0.13999998569488525,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0.1499999761581421,0.022499993443489075,0.15000000596046448,0.17499999701976776,0.1525000035762787,25,0,0,1,0,0,1,0,0.15000000596046448,0,Male,North America,Campus 1,English,No,Yes,No,Yes,No,No,No,All Students,In Good Standing
2,2,2,2,19999,OKAY,1.5,1.9299999475479126,1.5,1.7100000381469727,4,4,1,1,OKAY,OKAY,1,1,REG,REG,0,1,M,Other,5846,18,1,0,1,0,1999,4.5,0,1,1,0,2,4,0,0,1,0,0,1,0,1,0,1,1.5,0,0.4300000071525574,2.2200000286102295,0.4299999475479126,0.21000003814697266,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.05000000074505806,0.02500000037252903,0.012500000186264515,8,0,0,1,0,0,1,0,0,0,Male,North America,Campus 1,Other,No,No,No,No,No,Yes,Yes,All Students,In Good Standing
2.5,3,2.5,3,20029,PROB,1.5099999904632568,2.0199999809265137,1.5099999904632568,1.7300000190734863,4,3,0,1,PROB,OKAY,1,1,REG,REG,0,0,F,Other,5862,19,0,1,0,0,2002,NA,NA,NA,NA,NA,2.5,5.5,0,NA,0,1,0,1,0,1,1,0,1.600000023841858,-0.09000000357627869,0.41999998688697815,NA,0.41999995708465576,0.12999999523162842,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,-0.09000003337860107,0,0,-0.05000000074505806,-0.07500000298023224,-0.08749999850988388,11,0,0,1,0,0,0,1,-0.09000000357627869,0,Female,Asia,Campus 3,Other,Yes,Yes,No,No,NA,NA,NA,All Students,On Academic Probation
3,1.5,2.5,1.5,20029,PROB,1.4600000381469727,NA,1.4600000381469727,NA,5,1.5,0,0,PROB,,1,1,REG,REG,0,0,F,English,5865,19,0,0,0,1,2002,NA,NA,NA,NA,NA,2.5,4,0,NA,0,1,1,0,0,0,1,0,1.600000023841858,-0.14000000059604645,NA,NA,NA,NA,1,NA,0,NA,1,0,0,NA,NA,0,0,0,1,1,0,1,-0.13999998569488525,0,0,-0.15000000596046448,-0.125,-0.1274999976158142,14,0,0,1,0,0,0,1,-0.14000000059604645,0,Female,Other,Campus 3,English,Yes,Yes,No,No,NA,NA,NA,All Students,On Academic Probation
2.5,3.5,2,3.5,20039,PROB,1.3200000524520874,2.4100000858306885,1.3200000524520874,1.809999942779541,5,4.5,0,1,PROB,OKAY,1,1,REG,REG,0,0,F,English,5879,18,1,0,1,0,2003,NA,NA,NA,NA,NA,2,5.5,0,0,1,0,1,0,0,0,1,0,1.5,-0.18000000715255737,0.9100000262260437,NA,0.9100000858306885,0.309999942779541,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,-0.1799999475479126,0,0,-0.15000000596046448,-0.17499999701976776,-0.16750000417232513,37,0,0,1,0,0,0,1,-0.18000000715255737,0,Female,North America,Campus 1,English,Yes,Yes,No,No,NA,NA,NA,All Students,On Academic Probation
2,3,2,3,20019,OKAY,1.6799999475479126,2.3299999237060547,1.6799999475479126,2.049999952316284,4,4.5,1,1,OKAY,OKAY,1,1,REG,REG,1,1,F,English,5896,18,1,0,1,0,2001,4,1,NA,NA,1,2,5,0,NA,0,1,1,0,0,0,1,0,1.600000023841858,0.07999999821186066,0.7300000190734863,2.109999895095825,0.6999999284744263,0.19999992847442627,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.07999992370605469,0.006399987731128931,0.05000000074505806,0.07500000298023224,0.0925000011920929,14,0,0,1,0,0,0,1,0.07999999821186066,1,Female,North America,Campus 3,English,No,No,No,No,Yes,NA,NA,All Students,In Good Standing
2.5,2.5,2.5,2.5,19979,OKAY,1.6299999952316284,1.9600000381469727,1.6299999952316284,1.7899999618530273,4.5,3.5,1,1,OKAY,OKAY,1,1,REG,REG,1,0,M,Other,5922,19,1,0,1,0,1997,NA,0,0,0,0,2.5,5,0,NA,0,1,0,1,0,1,0,1,1.600000023841858,0.029999999329447746,0.36000001430511475,NA,0.3999999761581421,0.06999993324279785,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.029999971389770508,8.999982965178788e-4,0.05000000074505806,0.02500000037252903,0.032499998807907104,23,0,0,1,0,0,1,0,0.029999999329447746,1,Male,North America,Campus 3,Other,No,No,No,No,No,No,No,All Students,In Good Standing
2.5,2.5,2,2.5,20039,PROB,1.350000023841858,1.600000023841858,1.350000023841858,1.4900000095367432,4,5,0,0,PROB,SUS1,1,1,REG,REG,0,0,F,English,5939,19,1,0,1,0,2003,NA,NA,NA,NA,NA,2,4.5,0,0,1,0,1,0,0,0,1,0,1.5,-0.15000000596046448,0.10000000149011612,NA,0.10000002384185791,-0.009999990463256836,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,-0.1499999761581421,0,0,-0.15000000596046448,-0.125,-0.14749999344348907,38,0,0,1,0,0,0,1,-0.15000000596046448,0,Female,North America,Campus 1,English,Yes,Yes,No,Yes,NA,NA,NA,All Students,On Academic Probation
3,3.5,3,3.5,20039,OKAY,1.6699999570846558,2.299999952316284,1.6699999570846558,1.9500000476837158,5,4,1,1,OKAY,OKAY,1,1,REG,REG,0,1,M,Other,5976,19,1,0,1,0,2003,NA,NA,NA,NA,NA,3,6.5,1,0,0,0,0,1,0,1,0,1,1.5,0.17000000178813934,0.800000011920929,NA,0.7999999523162842,0.4500000476837158,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.16999995708465576,0.028899986296892166,0.15000000596046448,0.17499999701976776,0.17249999940395355,65,0,1,0,1,0,0,0,0.17000000178813934,0,Male,North America,Campus 2,Other,No,No,No,No,NA,NA,NA,All Students,In Good Standing
2.5,1.75,2.5,1.75,20039,OKAY,1.6399999856948853,2.2799999713897705,1.6399999856948853,1.899999976158142,4.5,3,1,1,OKAY,OKAY,1,1,REG,REG,0,0,M,English,5991,19,1,0,1,0,2003,NA,NA,NA,NA,NA,2.5,4.25,0,0,1,0,1,0,0,0,0,1,1.5,0.14000000059604645,0.7799999713897705,NA,0.7799999713897705,0.3999999761581421,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.13999998569488525,0.019599996507167816,0.15000000596046448,0.125,0.1525000035762787,11,0,0,1,0,0,1,0,0.14000000059604645,0,Male,North America,Campus 2,English,No,No,No,No,NA,NA,NA,All Students,In Good Standing
2,3,1.5,3,20019,PROB,1.350000023841858,2.559999942779541,1.350000023841858,1.9600000381469727,4,4,0,1,PROB,OKAY,1,1,REG,REG,0,0,F,English,5999,19,1,0,1,0,2001,NA,0,NA,NA,1,1.5,4.5,0,1,1,0,1,0,0,0,1,0,1.5,-0.15000000596046448,1.059999942779541,1.8200000524520874,1.059999942779541,0.46000003814697266,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,-0.1499999761581421,0,0,-0.15000000596046448,-0.125,-0.14749999344348907,21,0,0,1,0,0,0,1,-0.15000000596046448,0,Female,North America,Campus 2,English,Yes,Yes,No,No,No,NA,NA,All Students,On Academic Probation
3,1.5,2,1.5,19989,PROB,1.3700000047683716,NA,1.3700000047683716,NA,4.5,NA,0,0,PROB,,1,0,REG,NOREG,1,0,M,Other,6058,19,1,0,1,0,1998,6,0,0,1,0,2,3.5,1,0,0,0,0,1,0,1,0,1,1.5,-0.12999999523162842,NA,NA,NA,NA,1,NA,0,NA,1,0,0,NA,NA,0,0,1,0,1,0,1,-0.12999999523162842,0,0,-0.15000000596046448,-0.125,-0.1274999976158142,14,0,0,1,0,0,1,0,-0.12999999523162842,0,Male,North America,Campus 2,Other,Yes,Yes,No,No,No,No,Yes,All Students,On Academic Probation
